State FIPS,Area Name,Occupation Code,Occupation Name,Year,2022 opening,Prediction Year,2023 opening,Change,Percent Change,Average Annual Openings
17,Illinois,25-1072,"Nursing Instructors and Teachers, Postsecondary",2022,2480,2023,2600,120,4.8,290
17,Illinois,25-1081,"Education Teachers, Postsecondary",2022,3720,2023,3800,80,2.2,390
17,Illinois,25-1082,"Library Science Teachers, Postsecondary",2022,340,2023,350,10,2.9,40
17,Illinois,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2022,420,2023,430,10,2.4,50
17,Illinois,25-1112,"Law Teachers, Postsecondary",2022,820,2023,840,20,2.4,90
17,Illinois,25-1113,"Social Work Teachers, Postsecondary",2022,460,2023,470,10,2.2,50
17,Illinois,25-1121,"Art, Drama, and Music Teachers, Postsecondary",2022,4690,2023,4790,100,2.1,480
17,Illinois,25-1122,"Communications Teachers, Postsecondary",2022,1760,2023,1800,40,2.3,180
17,Illinois,25-1123,"English Language and Literature Teachers, Postsecondary",2022,2570,2023,2610,40,1.6,260
17,Illinois,25-1124,"Foreign Language and Literature Teachers, Postsecondary",2022,850,2023,870,20,2.4,90
17,Illinois,25-1125,"History Teachers, Postsecondary",2022,760,2023,780,20,2.6,80
17,Illinois,25-1126,"Philosophy and Religion Teachers, Postsecondary",2022,1130,2023,1160,30,2.7,120
17,Illinois,25-1192,"Home Economics Teachers, Postsecondary",2022,100,2023,100,0,.0,10
17,Illinois,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",2022,540,2023,550,10,1.9,60
17,Illinois,25-1194,"Vocational Education Teachers, Postsecondary",2022,5220,2023,5270,50,1.0,510
17,Illinois,25-1199,"Postsecondary Teachers, All Other",2022,2030,2023,2070,40,2.0,210
17,Illinois,25-2011,"Preschool Teachers, Except Special Education",2022,21350,2023,21860,510,2.4,2410
17,Illinois,25-2012,"Kindergarten Teachers, Except Special Education",2022,3990,2023,4060,70,1.8,430
17,Illinois,25-2022,"Elementary School Teachers, Except Special Education",2022,55270,2023,56140,870,1.6,4380
17,Illinois,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2022,21180,2023,21510,330,1.6,1680
17,Illinois,25-2023,"Career/Technical Education Teachers, Middle School",2022,350,2023,360,10,2.9,30
17,Illinois,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2022,40630,2023,41300,670,1.6,3080
17,Illinois,25-2032,"Career/Technical Education Teachers, Secondary School",2022,2200,2023,2240,40,1.8,170
17,Illinois,25-2051,"Special Education Teachers, Preschool",2022,420,2023,420,0,.0,30
17,Illinois,25-2052,"Special Education Teachers, Kindergarten and Elementary School",2022,11150,2023,11340,190,1.7,910
17,Illinois,25-2057,"Special Education Teachers, Middle School (SOC 2018)",2022,3140,2023,3190,50,1.6,250
17,Illinois,25-2058,"Special Education Teachers, Secondary School (SOC 2018)",2022,7570,2023,7690,120,1.6,610
17,Illinois,25-2059,"Special Education Teachers, All Other",2022,1000,2023,1010,10,1.0,80
17,Illinois,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2022,1650,2023,1630,-20,-1.2,180
17,Illinois,25-3021,Self-Enrichment Education Teachers,2022,12170,2023,12650,480,3.9,1650
17,Illinois,25-3031,"Substitute Teachers, Short-Term",2022,21700,2023,22290,590,2.7,2790
17,Illinois,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",2022,9030,2023,9290,260,2.9,1170
17,Illinois,25-4011,Archivists,2022,210,2023,230,20,9.5,30
17,Illinois,25-4012,Curators,2022,350,2023,410,60,17.1,70
17,Illinois,25-4013,Museum Technicians and Conservators,2022,570,2023,710,140,24.6,140
17,Illinois,25-4022,Librarians and Media Collections Specialists,2022,6090,2023,6190,100,1.6,620
17,Illinois,25-4031,Library Technicians,2022,6280,2023,6200,-80,-1.3,860
17,Illinois,25-9021,Farm and Home Management Advisors,2022,30,2023,30,0,.0,0
17,Illinois,25-9031,Instructional Coordinators,2022,7470,2023,7630,160,2.1,780
17,Illinois,25-9044,"Teaching Assistants, Postsecondary",2022,7190,2023,7330,140,1.9,730
17,Illinois,25-9045,"Teaching Assistants, Except Postsecondary",2022,58050,2023,58970,920,1.6,5810
17,Illinois,25-9099,"Education, Training, and Library Workers, All Other",2022,640,2023,660,20,3.1,70
17,Illinois,27-1011,Art Directors,2022,5580,2023,5600,20,.4,580
17,Illinois,27-1012,Craft Artists,2022,170,2023,170,0,.0,20
17,Illinois,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2022,560,2023,570,10,1.8,60
17,Illinois,27-1014,Multimedia Artists and Animators,2022,1120,2023,1130,10,.9,120
17,Illinois,27-1021,Commercial and Industrial Designers,2022,850,2023,860,10,1.2,80
17,Illinois,27-1023,Floral Designers,2022,2870,2023,2810,-60,-2.1,230
17,Illinois,27-1024,Graphic Designers,2022,12030,2023,12000,-30,-.2,1070
17,Illinois,27-1025,Interior Designers,2022,2680,2023,2720,40,1.5,260
17,Illinois,27-1026,Merchandise Displayers and Window Trimmers,2022,4530,2023,4690,160,3.5,490
17,Illinois,27-1027,Set and Exhibit Designers,2022,600,2023,630,30,5.0,70
17,Illinois,27-1029,"Designers, All Other",2022,360,2023,360,0,.0,30
17,Illinois,27-2011,Actors,2022,3110,2023,3220,110,3.5,390
17,Illinois,27-2012,Producers and Directors,2022,3170,2023,3110,-60,-1.9,240
17,Illinois,27-2022,Athletes and Sports Competitors,2022,410,2023,430,20,4.9,70
17,Illinois,27-2022,Coaches and Scouts,2022,8790,2023,9280,490,5.6,1490
17,Illinois,27-2023,"Umpires, Referees, and Other Sports Officials",2022,1020,2023,1060,40,3.9,160
17,Illinois,27-2031,Dancers,2022,140,2023,140,0,.0,20
17,Illinois,27-2032,Choreographers,2022,110,2023,110,0,.0,20
17,Illinois,27-2041,Music Directors and Composers,2022,2750,2023,2830,80,2.9,360
17,Illinois,27-2042,Musicians and Singers,2022,5350,2023,5440,90,1.7,670
17,Illinois,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",2022,250,2023,270,20,8.0,30
17,Illinois,27-3011,Radio and Television Announcers,2022,1010,2023,940,-70,-6.9,50
17,Illinois,27-3023,"News Analysts, Reporters, and Journalists",2022,1690,2023,1550,-140,-8.3,100
17,Illinois,27-3031,Public Relations Specialists,2022,9970,2023,10320,350,3.5,1100
17,Illinois,27-3041,Editors,2022,4640,2023,4570,-70,-1.5,410
17,Illinois,27-3042,Technical Writers,2022,1780,2023,1810,30,1.7,180
17,Illinois,27-3043,Writers and Authors,2022,4530,2023,4540,10,.2,440
17,Illinois,27-3091,Interpreters and Translators,2022,2090,2023,2180,90,4.3,240
17,Illinois,27-4011,Audio and Video Equipment Technicians,2022,2230,2023,2310,80,3.6,270
17,Illinois,27-4012,Broadcast Technicians,2022,870,2023,810,-60,-6.9,50
17,Illinois,27-4014,Sound Engineering Technicians,2022,230,2023,230,0,.0,20
17,Illinois,27-4021,Photographers,2022,4060,2023,4170,110,2.7,430
17,Illinois,27-4031,"Camera Operators, Television, Video, and Motion Picture",2022,620,2023,620,0,.0,50
17,Illinois,27-4032,Film and Video Editors,2022,1050,2023,1080,30,2.9,110
17,Illinois,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",2022,290,2023,300,10,3.4,30
17,Illinois,29-1011,Chiropractors,2022,2460,2023,2480,20,.8,60
17,Illinois,29-1021,"Dentists, General",2022,4960,2023,5000,40,.8,150
17,Illinois,29-1023,Orthodontists,2022,490,2023,490,0,.0,20
17,Illinois,29-1029,"Dentists, All Other Specialists",2022,130,2023,130,0,.0,0
17,Illinois,29-1031,Dietitians and Nutritionists,2022,2770,2023,2880,110,4.0,240
17,Illinois,29-1041,Optometrists,2022,1720,2023,1760,40,2.3,80
17,Illinois,29-1051,Pharmacists,2022,11560,2023,11930,370,3.2,630
17,Illinois,29-1071,Physician Assistants,2022,4510,2023,4790,280,6.2,400
17,Illinois,29-1081,Podiatrists,2022,680,2023,680,0,.0,50
17,Illinois,29-1122,Occupational Therapists,2022,6000,2023,6180,180,3.0,420
17,Illinois,29-1123,Physical Therapists,2022,9560,2023,9880,320,3.3,560
17,Illinois,29-1124,Radiation Therapists,2022,610,2023,620,10,1.6,40
17,Illinois,29-1125,Recreational Therapists,2022,670,2023,670,0,.0,50
17,Illinois,29-1126,Respiratory Therapists,2022,4490,2023,4730,240,5.3,330
17,Illinois,29-1127,Speech-Language Pathologists,2022,7670,2023,8070,400,5.2,670
17,Illinois,29-1128,Exercise Physiologists,2022,1010,2023,1020,10,1.0,70
17,Illinois,29-1129,"Therapists, All Other",2022,780,2023,790,10,1.3,60
17,Illinois,29-1131,Veterinarians,2022,2590,2023,2820,230,8.9,200
17,Illinois,29-1141,Registered Nurses,2022,136360,2023,139680,3320,2.4,8820
17,Illinois,29-1151,Nurse Anesthetists,2022,2040,2023,2090,50,2.5,130
17,Illinois,29-1161,Nurse Midwives,2022,490,2023,490,0,.0,30
17,Illinois,29-1171,Nurse Practitioners,2022,8510,2023,9350,840,9.9,890
17,Illinois,29-1181,Audiologists,2022,590,2023,600,10,1.7,30
17,Illinois,29-1211,Anesthesiologists (SOC 2018),2022,1540,2023,1540,0,.0,40
17,Illinois,29-1215,Family Medicine Physicians,2022,5470,2023,5520,50,.9,170
17,Illinois,29-1216,General Internal Medicine Physicians,2022,2520,2023,2530,10,.4,70
17,Illinois,29-1218,Obstetricians and Gynecologists (SOC 2018),2022,780,2023,780,0,.0,20
17,Illinois,29-1221,"Pediatricians, General (SOC 2018)",2022,1140,2023,1140,0,.0,30
17,Illinois,29-1223,Psychiatrists (SOC 2018),2022,900,2023,920,20,2.2,40
17,Illinois,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2022,13780,2023,13910,130,.9,440
17,Illinois,29-1248,"Surgeons, Except Ophthalmologists",2022,1260,2023,1260,0,.0,30
17,Illinois,29-1292,Dental Hygienists (SOC 2018),2022,8270,2023,8400,130,1.6,570
17,Illinois,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",2022,1130,2023,1130,0,.0,70
17,Illinois,29-2010,Clinical Laboratory Technologists and Technicians,2022,15170,2023,15600,430,2.8,1180
17,Illinois,29-2031,Cardiovascular Technologists and Technicians,2022,2890,2023,2950,60,2.1,240
17,Illinois,29-2032,Diagnostic Medical Sonographers,2022,3150,2023,3290,140,4.4,290
17,Illinois,29-2033,Nuclear Medicine Technologists,2022,770,2023,790,20,2.6,70
17,Illinois,29-2034,Radiologic Technologists,2022,8800,2023,9050,250,2.8,750
17,Illinois,29-2035,Magnetic Resonance Imaging Technologists,2022,2540,2023,2600,60,2.4,210
17,Illinois,29-2040,Emergency Medical Technicians and Paramedics (SOC 2018),2022,12610,2023,12770,160,1.3,900
17,Illinois,29-2051,Dietetic Technicians,2022,2030,2023,2040,10,.5,150
17,Illinois,29-2052,Pharmacy Technicians,2022,21090,2023,22290,1200,5.7,2130
17,Illinois,29-2053,Psychiatric Technicians,2022,5330,2023,5470,140,2.6,450
17,Illinois,29-2055,Surgical Technologists,2022,3970,2023,4120,150,3.8,360
17,Illinois,29-2056,Veterinary Technologists and Technicians,2022,4110,2023,4500,390,9.5,490
17,Illinois,29-2057,Ophthalmic Medical Technicians,2022,2150,2023,2200,50,2.3,180
17,Illinois,29-2061,Licensed Practical and Licensed Vocational Nurses,2022,19260,2023,19540,280,1.5,1600
17,Illinois,29-2081,"Opticians, Dispensing",2022,3150,2023,3250,100,3.2,300
17,Illinois,29-2091,Orthotists and Prosthetists,2022,380,2023,390,10,2.6,30
17,Illinois,29-2092,Hearing Aid Specialists,2022,280,2023,300,20,7.1,30
17,Illinois,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",2022,11200,2023,11520,320,2.9,960
17,Illinois,29-9091,Athletic Trainers,2022,1240,2023,1290,50,4.0,110
17,Illinois,29-9092,Genetic Counselors,2022,210,2023,220,10,4.8,20
17,Illinois,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, & Healthcare Practitioners, AO",2022,2970,2023,3040,70,2.4,250
17,Illinois,31-1120,Home Health and Personal Care Aides,2022,99330,2023,104280,4950,5.0,14760
17,Illinois,31-1131,Nursing Assistants (SOC 2018),2022,55840,2023,56400,560,1.0,7050
17,Illinois,31-1132,Orderlies (SOC 2018),2022,1980,2023,2020,40,2.0,260
17,Illinois,31-1133,Psychiatric Aides (SOC 2018),2022,210,2023,220,10,4.8,30
17,Illinois,31-2011,Occupational Therapy Assistants,2022,2350,2023,2480,130,5.5,360
17,Illinois,31-2012,Occupational Therapy Aides,2022,1510,2023,1560,50,3.3,220
17,Illinois,31-2022,Physical Therapist Assistants,2022,3870,2023,4080,210,5.4,570
17,Illinois,31-2022,Physical Therapist Aides,2022,1020,2023,1060,40,3.9,140
17,Illinois,31-9011,Massage Therapists,2022,5960,2023,6440,480,8.1,930
17,Illinois,31-9091,Dental Assistants,2022,13430,2023,13640,210,1.6,1670
17,Illinois,31-9092,Medical Assistants,2022,22470,2023,23320,850,3.8,3080
17,Illinois,31-9093,Medical Equipment Preparers,2022,2450,2023,2500,50,2.0,330
17,Illinois,31-9094,Medical Transcriptionists,2022,2240,2023,2260,20,.9,320
17,Illinois,31-9095,Pharmacy Aides,2022,600,2023,610,10,1.7,80
17,Illinois,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2022,3020,2023,3290,270,8.9,640
17,Illinois,31-9097,Phlebotomists,2022,5260,2023,5460,200,3.8,720
17,Illinois,31-9099,"Healthcare Support Workers, All Other",2022,1410,2023,1440,30,2.1,190
17,Illinois,33-1011,First-Line Supervisors of Correctional Officers,2022,1880,2023,1910,30,1.6,170
17,Illinois,33-1012,First-Line Supervisors of Police and Detectives,2022,5680,2023,5690,10,.2,360
17,Illinois,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,2022,2780,2023,2790,10,.4,180
17,Illinois,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",2022,2390,2023,2440,50,2.1,260
17,Illinois,33-3011,Bailiffs,2022,1540,2023,1520,-20,-1.3,130
17,Illinois,33-3012,Correctional Officers and Jailers,2022,12800,2023,12580,-220,-1.7,1050
17,Illinois,33-3021,Detectives and Criminal Investigators,2022,2730,2023,2720,-10,-.4,190
17,Illinois,33-3031,Fish and Game Wardens,2022,200,2023,200,0,.0,20
17,Illinois,33-3041,Parking Enforcement Workers,2022,420,2023,390,-30,-7.1,30
17,Illinois,33-3051,Police and Sheriff's Patrol Officers,2022,29180,2023,29230,50,.2,2240
17,Illinois,33-3052,Transit and Railroad Police,2022,160,2023,160,0,.0,10
17,Illinois,33-9011,Animal Control Workers,2022,470,2023,480,10,2.1,40
17,Illinois,33-9021,Private Detectives and Investigators,2022,1850,2023,1860,10,.5,170
17,Illinois,33-9031,Gaming Surveillance Officers and Gaming Investigators,2022,80,2023,120,40,50.0,30
17,Illinois,33-9032,Security Guards,2022,40970,2023,42000,1030,2.5,5930
17,Illinois,33-9091,Crossing Guards,2022,3450,2023,3480,30,.9,690
17,Illinois,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2022,5120,2023,5560,440,8.6,1550
17,Illinois,33-9093,Transportation Security Screeners,2022,1670,2023,1650,-20,-1.2,130
17,Illinois,33-9098,"School Bus Monitors and Protective Service Workers, All Other",2022,3950,2023,4060,110,2.8,1050
17,Illinois,35-1011,Chefs and Head Cooks,2022,3080,2023,3790,710,23.1,790
17,Illinois,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2022,29050,2023,36160,7110,24.5,8330
17,Illinois,35-2011,"Cooks, Fast Food",2022,12100,2023,14820,2720,22.5,3300
17,Illinois,35-2012,"Cooks, Institution and Cafeteria",2022,19020,2023,19770,750,3.9,3180
17,Illinois,35-2014,"Cooks, Restaurant",2022,35350,2023,47220,11870,33.6,11900
17,Illinois,35-2015,"Cooks, Short Order",2022,2540,2023,3110,570,22.4,690
17,Illinois,35-2022,Food Preparation Workers,2022,28340,2023,32860,4520,15.9,7480
17,Illinois,35-3011,Bartenders,2022,20520,2023,26180,5660,27.6,6720
17,Illinois,35-3023,Fast Food and Counter Workers,2022,121900,2023,151510,29610,24.3,42510
17,Illinois,35-3031,Waiters and Waitresses,2022,61090,2023,77730,16640,27.2,21700
17,Illinois,35-3041,"Food Servers, Nonrestaurant",2022,13230,2023,14530,1300,9.8,2830
17,Illinois,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2022,13200,2023,16680,3480,26.4,4320
17,Illinois,35-9021,Dishwashers,2022,14140,2023,17660,3520,24.9,4290
17,Illinois,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2022,10340,2023,13280,2940,28.4,4200
17,Illinois,35-9099,"Food Preparation and Serving Related Workers, All Other",2022,470,2023,580,110,23.4,150
17,Illinois,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2022,5980,2023,6380,400,6.7,900
17,Illinois,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2022,6020,2023,6260,240,4.0,750
17,Illinois,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2022,85660,2023,90090,4430,5.2,13860
17,Illinois,37-2012,Maids and Housekeeping Cleaners,2022,32480,2023,37360,4880,15.0,7060
17,Illinois,37-3011,Landscaping and Groundskeeping Workers,2022,34070,2023,36300,2230,6.5,5650
17,Illinois,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2022,1000,2023,1030,30,3.0,150
17,Illinois,37-3013,Tree Trimmers and Pruners,2022,390,2023,410,20,5.1,60
17,Illinois,37-3019,"Grounds Maintenance Workers, All Other",2022,140,2023,140,0,.0,20
17,Illinois,39-1013,First-Line Supervisors of Gambling Services Workers,2022,330,2023,450,120,36.4,100
17,Illinois,39-1098,"First-Line Supervisors of Personal Service & Entertainment and Recreation Workers, Exc Gambling Services",2022,5260,2023,5750,490,9.3,830
17,Illinois,39-2011,Animal Trainers,2022,1300,2023,1400,100,7.7,210
17,Illinois,39-2022,Nonfarm Animal Caretakers,2022,14020,2023,15480,1460,10.4,2900
17,Illinois,39-3011,Gaming Dealers,2022,1050,2023,1420,370,35.2,360
17,Illinois,39-3012,Gaming and Sports Book Writers and Runners,2022,50,2023,70,20,40.0,20
17,Illinois,39-3019,"Gaming Service Workers, All Other",2022,130,2023,180,50,38.5,50
17,Illinois,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2022,2650,2023,2900,250,9.4,760
17,Illinois,39-3091,Amusement and Recreation Attendants,2022,4990,2023,5860,870,17.4,1570
17,Illinois,39-3092,Costume Attendants,2022,180,2023,190,10,5.6,40
17,Illinois,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2022,460,2023,570,110,23.9,160
17,Illinois,39-4011,Embalmers,2022,110,2023,120,10,9.1,20
17,Illinois,39-4021,Funeral Attendants,2022,1360,2023,1430,70,5.1,220
17,Illinois,39-4031,"Morticians, Undertakers, and Funeral Directors",2022,950,2023,1010,60,6.3,140
17,Illinois,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2022,19950,2023,21220,1270,6.4,2870
17,Illinois,39-5092,Manicurists and Pedicurists,2022,3170,2023,3490,320,10.1,510
17,Illinois,39-5093,Shampooers,2022,810,2023,900,90,11.1,130
17,Illinois,39-5094,Skincare Specialists,2022,2080,2023,2280,200,9.6,330
17,Illinois,39-6011,Baggage Porters and Bellhops,2022,950,2023,1250,300,31.6,290
17,Illinois,39-6012,Concierges,2022,1240,2023,1380,140,11.3,240
17,Illinois,39-7010,Tour and Travel Guides,2022,740,2023,890,150,20.3,200
17,Illinois,39-9011,Childcare Workers,2022,26170,2023,26690,520,2.0,3880
17,Illinois,39-9031,Fitness Trainers and Aerobics Instructors,2022,13840,2023,16070,2230,16.1,3410
17,Illinois,39-9032,Recreation Workers,2022,14950,2023,15760,810,5.4,2760
17,Illinois,39-9041,Residential Advisors,2022,3100,2023,3180,80,2.6,480
17,Illinois,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",2022,1670,2023,1720,50,3.0,250
17,Illinois,41-1011,First-Line Supervisors of Retail Sales Workers,2022,45140,2023,45950,810,1.8,5170
17,Illinois,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2022,11000,2023,11100,100,.9,1020
17,Illinois,41-2011,Cashiers,2022,127850,2023,131190,3340,2.6,25090
17,Illinois,41-2012,Gaming Change Persons and Booth Cashiers,2022,290,2023,400,110,37.9,120
17,Illinois,41-2022,Counter and Rental Clerks,2022,8610,2023,9190,580,6.7,1300
17,Illinois,41-2022,Parts Salespersons,2022,8150,2023,8820,670,8.2,1340
17,Illinois,41-2031,Retail Salespersons,2022,135710,2023,142330,6620,4.9,22570
17,Illinois,41-3011,Advertising Sales Agents,2022,6450,2023,6240,-210,-3.3,680
17,Illinois,41-3021,Insurance Sales Agents,2022,50280,2023,50030,-250,-.5,4350
17,Illinois,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2022,23770,2023,24580,810,3.4,2460
17,Illinois,41-3041,Travel Agents,2022,2280,2023,2090,-190,-8.3,160
17,Illinois,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2022,52400,2023,55590,3190,6.1,7700
17,Illinois,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2022,6470,2023,6690,220,3.4,750
17,Illinois,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2022,65520,2023,67780,2260,3.4,7610
17,Illinois,41-9011,Demonstrators and Product Promoters,2022,2180,2023,2180,0,.0,390
17,Illinois,41-9021,Real Estate Brokers,2022,3580,2023,3630,50,1.4,330
17,Illinois,41-9022,Real Estate Sales Agents,2022,9540,2023,9670,130,1.4,890
17,Illinois,41-9031,Sales Engineers,2022,1270,2023,1320,50,3.9,150
17,Illinois,41-9041,Telemarketers,2022,2390,2023,2340,-50,-2.1,330
17,Illinois,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2022,49030,2023,50050,1020,2.1,5380
17,Illinois,43-2011,"Switchboard Operators, Including Answering Service",2022,2260,2023,2200,-60,-2.7,220
17,Illinois,43-3011,Bill and Account Collectors,2022,8040,2023,8080,40,.5,890
17,Illinois,43-3021,Billing and Posting Clerks,2022,15950,2023,16330,380,2.4,1840
17,Illinois,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2022,62740,2023,64280,1540,2.5,7730
17,Illinois,43-3041,Gaming Cage Workers,2022,180,2023,250,70,38.9,60
17,Illinois,43-3051,Payroll and Timekeeping Clerks,2022,3920,2023,3950,30,.8,410
17,Illinois,43-3061,Procurement Clerks,2022,2060,2023,2090,30,1.5,200
17,Illinois,43-3071,Tellers,2022,18790,2023,17860,-930,-4.9,1430
17,Illinois,43-3099,"Financial Clerks, All Other",2022,800,2023,810,10,1.3,90
17,Illinois,43-4011,Brokerage Clerks,2022,2250,2023,2310,60,2.7,280
17,Illinois,43-4021,Correspondence Clerks,2022,300,2023,300,0,.0,30
17,Illinois,43-4031,"Court, Municipal, and License Clerks",2022,5160,2023,5170,10,.2,520
17,Illinois,43-4041,"Credit Authorizers, Checkers, and Clerks",2022,560,2023,560,0,.0,50
17,Illinois,43-4051,Customer Service Representatives,2022,122470,2023,125270,2800,2.3,16970
17,Illinois,43-4061,"Eligibility Interviewers, Government Programs",2022,1980,2023,1980,0,.0,180
17,Illinois,43-4071,File Clerks,2022,3410,2023,3380,-30,-.9,380
17,Illinois,43-4081,"Hotel, Motel, and Resort Desk Clerks",2022,4180,2023,6820,2640,63.2,2220
17,Illinois,43-4111,"Interviewers, Except Eligibility and Loan",2022,5540,2023,5620,80,1.4,720
17,Illinois,43-4121,"Library Assistants, Clerical",2022,4260,2023,4220,-40,-.9,630
17,Illinois,43-4131,Loan Interviewers and Clerks,2022,7990,2023,7850,-140,-1.8,620
17,Illinois,43-4141,New Accounts Clerks,2022,1530,2023,1450,-80,-5.2,100
17,Illinois,43-4151,Order Clerks,2022,4600,2023,4570,-30,-.7,470
17,Illinois,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2022,3700,2023,3700,0,.0,370
17,Illinois,43-4171,Receptionists and Information Clerks,2022,38800,2023,40010,1210,3.1,5530
17,Illinois,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,2022,5810,2023,5490,-320,-5.5,460
17,Illinois,43-4199,"Information and Record Clerks, All Other",2022,1900,2023,1900,0,.0,200
17,Illinois,43-5011,Cargo and Freight Agents,2022,7060,2023,7820,760,10.8,1110
17,Illinois,43-5021,Couriers and Messengers,2022,2890,2023,2850,-40,-1.4,250
17,Illinois,43-5031,"Police, Fire, and Ambulance Dispatchers",2022,3480,2023,3500,20,.6,330
17,Illinois,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",2022,7150,2023,7550,400,5.6,870
17,Illinois,43-5041,"Meter Readers, Utilities",2022,1150,2023,1130,-20,-1.7,70
17,Illinois,43-5051,Postal Service Clerks,2022,3090,2023,3100,10,.3,260
17,Illinois,43-5052,Postal Service Mail Carriers,2022,14180,2023,14210,30,.2,1020
17,Illinois,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2022,5850,2023,5810,-40,-.7,480
17,Illinois,43-5061,"Production, Planning, and Expediting Clerks",2022,12790,2023,13150,360,2.8,1490
17,Illinois,43-5071,"Shipping, Receiving, and Traffic Clerks",2022,40220,2023,41310,1090,2.7,4430
17,Illinois,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2022,1860,2023,1950,90,4.8,230
17,Illinois,43-6011,Executive Secretaries and Executive Administrative Assistants,2022,24910,2023,24420,-490,-2.0,2380
17,Illinois,43-6012,Legal Secretaries,2022,8160,2023,8060,-100,-1.2,820
17,Illinois,43-6013,Medical Secretaries,2022,19020,2023,19420,400,2.1,2250
17,Illinois,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2022,62250,2023,62710,460,.7,6900
17,Illinois,43-9021,Data Entry Keyers,2022,7150,2023,7040,-110,-1.5,710
17,Illinois,43-9022,Word Processors and Typists,2022,320,2023,310,-10,-3.1,30
17,Illinois,43-9031,Desktop Publishers,2022,570,2023,540,-30,-5.3,50
17,Illinois,43-9041,Insurance Claims and Policy Processing Clerks,2022,10510,2023,10430,-80,-.8,940
17,Illinois,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",2022,4210,2023,4330,120,2.9,540
17,Illinois,43-9061,"Office Clerks, General",2022,151090,2023,154890,3800,2.5,19320
17,Illinois,43-9071,"Office Machine Operators, Except Computer",2022,1590,2023,1600,10,.6,180
17,Illinois,43-9081,Proofreaders and Copy Markers,2022,270,2023,270,0,.0,30
17,Illinois,43-9111,Statistical Assistants,2022,690,2023,710,20,2.9,90
17,Illinois,43-9199,"Office and Administrative Support Workers, All Other",2022,3760,2023,3830,70,1.9,450
17,Illinois,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",2022,430,2023,440,10,2.3,60
17,Illinois,45-2011,Agricultural Inspectors,2022,510,2023,540,30,5.9,100
17,Illinois,45-2041,"Graders and Sorters, Agricultural Products",2022,870,2023,860,-10,-1.1,130
17,Illinois,45-2091,Agricultural Equipment Operators,2022,1860,2023,1910,50,2.7,320
17,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2022,6900,2023,6940,40,.6,1100
17,Illinois,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2022,2060,2023,2020,-40,-1.9,300
17,Illinois,45-4011,Forest and Conservation Workers,2022,240,2023,240,0,.0,40
17,Illinois,45-4022,Logging Equipment Operators,2022,50,2023,50,0,.0,10
17,Illinois,45-4029,"Logging Workers, All Other",2022,30,2023,30,0,.0,0
